,Title,Content,Url
19,Garda,"Garda is a small town on the shores of Lake Garda, about 35km from Verona. Thanks to its location and the beauty of the surrounding landscape, it is a very popular tourist destination. Here visitors can enjoy a wide variety of outdoor activities, such as swimming, sailing and scenic walks in the surrounding hills. Furthermore, the presence of numerous restaurants, bars and shops makes the municipality an ideal place to spend a relaxing and fun holiday.

HOW TO GET TO GARDA

By car from the A22 motorway, exit at the Affi toll booth, direction Bardolino, Garda and Malcesine. From the West:
A4 motorway, Peschiera exit, direction SS249 Peschiera, Bardolino, Garda and Malcesine.
By bus take the ATV line 165 from Verona.

WHAT TO SEE IN GARDA

PUNTA SAN VIGILIO

a true corner of paradise…

VILLA ALBERTINI WITH PARK

overlooking Lake…

BAIA DELLE SIRENE BEACH

Punta S. Vigilio 19

ROCCA DI GARDA AND HERMITAGE OF SAN GIORGIO

Location Eremo, Contrada la Rocca 1

GARDA-BARDOLINO WALK

much loved by tourists and citizens…

WHERE TO EAT IN GARDA

Restaurants

Osteria al Porto – Lungo Lago Regina Adelaide 48
Tobago Restaurant – Via Vincenzo Bellini 1
Corten – Via S. Giovanni 4
Compass – Via Spagna 29

Pizzerias

Trattoria-Pizzeria Jolly– Via Marco Polo 4
Pizzeria La Lanterna – Via Torrente Gusa 2
Ai Cigni Pizzeria Restaurant – Via S. Francesco d'Assisi 31
Dal Tinto Pizzeria Restaurant – Via Leopardi 10
Pegaso Restaurant Pizzeria Bar – Via M. Abrile 20

Bars and ice cream parlors

La Motta – Lungo Lago Europa, Rivalunga Walk 12
Lido Garda – Beach Café – Via Pincherle 1
Break's Candy ice cream parlor – Corso Vittorio Emanuele 11/13
Bar Cosmix Garda – Via S. Bernardo 34

WHERE TO SLEEP IN GARDA

Hotel

Hotel La Vittoria – Lungolago Regina Adelaide 57
Hotel Conca d'oro – Lungolago Regina Adelaide 8
Boutique Hotel Astoria– Via Verdi 1
Hotel La Perla – Via Vespucci 5
Tobago – Garda – Via della Pace 1

Residences and Apartments

Rustico Residence – Via Risare 11
Residence Corte del Bosco – Via San Bernardo 174
Residence Corte delle Rose – Via dell'Uva 33
Villa Andrea Apartments – Via Marconi 11
Antico Volto Apartments – Via Monte Baldo 138

Guest house

Thai Orchidee Restaurant & Rooms – Piazza Calderini 11
Casa Cavour – Via Cavour 5
Villa Telli – Via Paolo Veronese 5

EXPERIENCES IN GARDA

CROCIERA SUL LAGO:https://www.likegarda.com/4-hour-boat-cruise-to-isola-del-garda-and-salo/
SELF-GUIDED TOUR IN BICI O VESPA: https://bellabici.bike/

EVENTS IN GARDA

PALIO DELLE CONTRADE: mid-August
FAIRY PARTY: 06/23/2023 – 06/25/2023

",https://www.visitverona.net/destination-category/garda/
20,Ice cream parlors,"We have chosen the best ice cream shops in Verona for you

The best ice cream shops in Verona have been chosen for you where you can get lost in thousands of different flavours.

Savoy

Via Roma 1/B, Verona

Venchi

Via Cappello 13, Verona

The Roman

Piazza Santo Spirito, 9 Verona

love

Corso Sant'Anastasia, 1 Verona

Patagonia

Via S. Nicolò, 43 Verona

",https://www.visitverona.net/destination-category/gelaterie-verona/
21,Hotel,"We have chosen the best hotels in Valpolicella for you

To taste the dishes of the Veronese area made with quality products and the recipes of the
tradition, we have selected the best hotels in Valpolicella.

Relais La Caminella

Via Don Gaspare Bertoni 24, 37029 Bure VR

Domus Cariana

Via A. Monga 12, 37029 San Pietro in Cariano VR

Coast of Olives

Via Costa 5, 37022 Fumane VR

Hotel Villa Moron

Via Moron 28, 37024 Negrar di Valpolicella VR

Bed & Breakfast Agorà

Via Villa 1, 37024 Negrar di Valpolicella VR

",https://www.visitverona.net/destination-category/hotel-valpolicella/
22,Hotel,"We have chosen the best hotels in Verona for you

The best hotels where you can spend your stays in Verona have been chosen for you.

Hotel Milan

Vicolo Tre Marchetti 11, Verona

Hotel Bologna

Piazzetta Scalette Rubiani, 3 – 37121, Verona

Balcony of Giulietta Relais

Via Cappello, 23, 37121 Verona VR

Giberti Hotel

Via Gian Matteo Giberti, 7, 37122, Verona

Hotel Due Torri

Piazza St. Anastasia, 4, 37121 Verona, Italy

",https://www.visitverona.net/destination-category/hotel-verona/
26,Let me know,"Lazise is a picturesque village overlooking the Veronese shore of Lake Garda. It was founded in the 10th century and is known for being the first free municipality in Italy, in fact it obtained autonomy in 983. It is a village where the signs of historical events still leave interesting traces, in fact the places of interest to explore are many, including the Scaligero Castle, the Venetian Dogana and the ancient church of San Nicolò.

HOW TO GET TO LAZISE

By car from the A4 motorway exit at Peschiera del Garda, while from the A22 motorway exit at Affi.
By bus you can take the ATV lines 162, 163 and 164 from Verona.

WHAT TO SEE IN LAZISE

THE SCALIGERO CASTLE AND THE CITY WALLS

Via Castello 13

ENTRANCE DOORS

3 entrance doors with shutters and bridges
lifted up

THE VENETIAN CUSTOMS

Piazzetta Partenio 13

CHURCH OF SAN NICOLO'

Via Fontana 5

LAZISE LAKESIDE

recalls the waves of the lake

WHERE TO EAT IN LAZISE

Restaurants

Classique Restaurant – Along Lago Marconi
Cozzeria alle mura – Via Cansignorio 16
Locanda Gallehus – Via Peschiera 76/a Pacengo
Il Porticciolo – Lungolago Marconi 22
The Tavern by Oreste – Via Fontana 32

Pizzerias

Il Paperonero Pizza Bistrot – Via Castello 2
Pit Stop – Via Gardesana 92
Arco Pizzeria Restaurant – Via Arco 25
Hotel Pizzeria Aquila – Via Gardesana 119
Restaurant Pizzeria La Boheme – Via Gabbiola 22

Bars and ice cream parlors

Likewise – Via F. Scolari 18
The Creamery of Lazise – Via Fontana 8/10
Bar Gelateria Al Porto – Lungolago Marconi 2
Angelina's Ice Cream – Corso Ospedale 27

WHERE TO SLEEP IN LAZISE

Hotel

Hotel & Spa Smeraldo – Via G. Puccini 2
Hotel Principe di Lazise – Strada delle Greghe
Hotel Le Mura – Via Bastia, 4
Hotel Cangrande – Corso Cangrande 16
Hotel Lazise Corte Valier – Via della Pergolana 9

Residences and Apartments

Residence Borgo Mondragon – Via Mondragon di Sotto 14, 16
Apartments in the Walls – Via Gardesana 59
Villacedro Apartments – Via Giacomo Puccini 11
Relais del Garda – Lazise – Str. del Barum 11
Red Apartment – ​​Pacengo/Lazise – Piazza Senatore Alberti

Bed & Breakfast e Agriturismi

Agriturismo Il Grappolo di Lazise – Località Castelletto 3
Agriturismo Ca' del Sol – Loc. Casa Antonia 1 Pacengo
Agriturismo Le Caldane – Località Caldane 1
Agriturismo Al Vajo – Via San Martino 86
B&B Lough – Colà di Lazise – Strada Delle Gioliare 2

Guest house

Villa Chiara – Via Croce Papale 14
Girasole Rooms – Via Zappo 20
Le Greghe – Strada delle Greghe 9
The Lighthouse Rooms– Via Rissette, 12
Elena guest house – Vicolo Confine 4

Campsites

Camping La Quercia – Località Bottona
Idea Lazise – Loc. Casette Rossetti
Oasi del Garda Campsite – Località Casa Pace 9
Camping park delle rose – Strada S. Gaetano 20
Camping Du Parc – Via Gardesana 110

EXPERIENCES IN LAZISE

GARDA THERMAL PARK: https://www.villadeicedri.it/
PRIVATE BOAT TOUR: https://www.cittadilazise.it/it/tour-ed-esperienze-a-lazise.html/
VISIT TO THE WORLD OF BEES: https://www.cittadilazise.it/it/tour-ed-esperienze-a-lazise.html
COLOR ME WINE: SUP: https://www.cittadilazise.it/it/tour-ed-esperienze-a-lazise.html
COOKING CLASS: https://fraccafood.it/cusina/?re-product-id=227875

EVENTS IN LAZISE

HISTORICAL RE-ENACTMENT OF THE CONCESSION TO THE MUNICIPALITY OF LAZISE
OF THE PRIVILEGE OF OTTO II
FESTIVAL OF SANTA LUCIA: 8 December
NATIONAL FAIR “THE DAYS OF HONEY”: first weekend of October.

",https://www.visitverona.net/destination-category/lazise/
27,Malcesine,"Malcesine is the northernmost municipality on the Veronese coast of Lake Garda and undoubtedly among the most fascinating. Rich in picturesque views and dominated by the suggestive Scaliger Castle built overlooking the lake, it is the ideal place both for those who want a relaxing holiday and for the more sporty, as it is the ideal starting point for excursions in the surrounding mountains.

HOW TO GET TO MALCESINE

From the A4 motorway the exit is Peschiera del Garda. For those coming from the north it is advisable to exit the A22 at Rovereto Sud / Lago di Garda Nord and arrive through the mountains at Torbole before heading south towards Malcesine. By bus you can take the ATV line 484 from Garda.

WHAT TO SEE IN MALCESINE

SCALIGER CASTLE

Via Castello

CAPTAINS' PALACE

Via Capitanato 4

CASSONE LAKE MUSEUM AND THE SHORTEST RIVER IN THE WORLD

Via Porto 5

BEACHES

both free and equipped…

WRECK

iron cabin cruiser sunk in 1987…

WHERE TO EAT IN MALCESINE

Restaurants

Vecchia Malcesine Restaurant – Via Pisort 6
La Pace Restaurant – Via Casella 1
Trattoria Campiano – Via S. Michele 1
Treccani Restaurant – Via D. Turazza 8
At the Gondolier – Piazza. V. Emanuele 6

Pizzerias

Al Ristoro Pizzeria Restaurant – Via Navene Vecchia 3
Bar Pizzeria da Pedro – Vicolo Porto Vecchio 9
Al Marinaio Pizzeria Restaurant – Piazza Magenta 12
Pizzeria Restaurant Caminetto – Via Gardesana 139
Garden Pizzeria Restaurant – Corso G. Garibaldi 1

Bars and ice cream parlors

Alpino Ice Cream Bar – Piazza Statuto 24
L'Artigiano dei Sapori ice cream parlor – Via Porta Orientale 15
Cream and Chocolate – Viale Roma 5/A

WHERE TO SLEEP IN MALCESINE

Hotel

Hotel Vega – Viale Roma 10
Wellness Hotel Casa Barca – Strada Panoramica 15
Hotel Capri– Via Consiol 26
Hotel Querceto – Panoramic Street 113
Small Hotel – Via Gardesana 450

Residences and Apartments

Residence Parco Lago di Garda – Via Gardesana 384
Residence Le Balze – Via Lavei 8
Residence Sporting – Locality Val di Sogno
Benamati Holiday Home – Via Carrera 11
My Dream Apartments – Via Saltarino 3/B

Bed & Breakfast e Agriturismi

Agriturismo Ca' Vecia – Via Navene Vecchia 162
Agriturismo San Maggiore – Via San Maggiore 46
Agriturismo Le Dase – Via Navene Vecchia 109
Casa Rabagno – Località Campagnola
B&B Kasa Katia– Via S. Zeno 22

Guest house

Locanda Baita dei Forti – Loc. Tratto Spino 1
Gabbiano – Via Lungolago Madonnina 3
Ambienthotel Luna Rossa – Via Paina 6
Gardesana Active Apartments – Via Monti 11

Campsites

Camping Lombardi – Via Navene Vecchia 141
Camping Claudia– Campagnola Loc.
Campagnola Campsite – Via Gardesana 390
Camping Azzurro – Via Gardesana 446

EXPERIENCES IN MALCESINE

MALCESINE CABLE CAR – MONTE BALDO: https://funiviedelbaldo.it/it/funivia/
WATERSPORTS:
WINDSURF: https://www.nanywindsurf.com/it/
KITESURFING: https://www.kitemalcesine.it/
PARAPENDIO:https://www.tandemparagliding.eu/it/
EVENING BOAT TRIP: https://gardaescursioni.com/escursioni/biglietti/gita-serale/
BIKE TOUR: http://www.malcesinebiketours.com/?utm_source=360gardalife&utm_medium=link&utm_campaign=360gardalife

EVENTS IN MALCESINE

PATRONAL FESTIVAL OF SANT'ANNA: 26 July
AGRO-FOOD EVENT: second Sunday of October

",https://www.visitverona.net/destination-category/malcesine/
28,Where to eat,"Restaurants
Pizzerias
Bars & Ice Cream Parlors
In summary, what typical food can you eat on the splendid Lake Garda?

Wine: Bardolino, Custoza, Lugana, Valdadige
Extra virgin olive oil D.O.P. “Garda Orientale”
Tortellini from Valeggio:
Honey (The main types of honey from Garda are: wildflower, acacia, chestnut, dandelion and honeydew
fir.)
Lake fish (The fish stock of Garda has been constantly increasing in recent years, thanks to targeted interventions for the sowing of whitefish, pike and perch. Among the numerous species that populate the waters of Garda there is one, rare and sought after by gourmets, which only lives here: the carpione is a salmonid with soft and tasty meat, white or pink.)
Cheese: (Cheeses from the ancient dairy tradition: Casato del Garda cheese, also called
Casàt: semi-soft hard and semi-cooked cheese which, depending on its maturation, can be consumed
for meals or for grating. We cannot talk about cheeses without mentioning Grana Padano, one of the cheeses
most appreciated among typical Italian products.)

",https://www.visitverona.net/destination-category/dove-mangiare-lago-di-garda/
29,Getting around Verona,"Let yourself be guided on this surprising journey to discover Verona and the surrounding area, travel with us itineraries, places of interest and attractions of inestimable beauty. From the heart of the city, to the enchanting scenery of Lake Garda a few kilometers away; from the scents of Valpolicella to the discovery of small villages and breathtaking views that frame the countless sporting and cultural activities of the area.
Ready to leave with us?
BY BIKE:

Athletes and bike enthusiasts? This section is dedicated to you!
The Veronese area is rich in cultural, historical and naturalistic beauties. If you love cycle tourism and want to explore the magnificent city of Verona and its surroundings on two wheels, here are our recommendations on bike itineraries not to be missed.
BY MOTORBIKE:

Traveling by motorbike is a lifestyle, an exciting experience. The sense of freedom and closeness to nature that you feel traveling along a panoramic road on a motorcycle is unparalleled. Verona is the ideal place for motorbike itineraries: from the romantic Torricelle to admire the whole city from above, to Lake Garda to discover the most beautiful villages, up to the colorful vineyards of Valpolicella and the Lessini mountains. Here are our tips on unmissable routes and stops for your two-wheeled journey...
STANDING:

Lovers of long walks, Verona is the city for you!
Stroll through the streets of the center to find and fall in love with every hidden street, every historic building full of stories to tell... Is there a more satisfying and ecological way of discovering the secrets of a city? Long walks dotted with points of interest await you in Verona... haven't you left yet?
CHILDREN:

What to do in Verona with children? Verona is a city suitable to be visited by the whole family, because its center is small and above all pedestrian, therefore very safe. Here is a list of activities, shows, museums and itineraries that will captivate adults and children alike! (amusement parks, children's museum, Giusti garden labyrinth, living nature park)

",https://www.visitverona.net/destination-category/muoversi-verona/
30,Museums,"A trip to the museums of Verona to discover a world of history and art.
Browse the sections below to find out the opening hours and prices of the main museums in the city.

Castelvecchio Museum
Maffeiano Lapidary Museum
archaeological Museum
Fresco Museum
natural History Museum
Gallery of Modern Art

",https://www.visitverona.net/destination-category/musei-a-verona/
31,Parking lots,"Where to park in Verona: paid and free parking. ZTL zones
The historic center of Verona is a Limited Traffic Zone (ZTL) so vehicle access is only permitted at certain times. If you do not have special authorizations, cars can only pass through from Monday to Friday, from 10.00 to 1.30 and from 16.00 to 18.00.
Saturday, Sunday and public holidays, only from 10.00 to 13.30.
Bicycles, mopeds and two-wheeled motorcycles can circulate freely there, but must then park only in the spaces designated for them.
These areas are monitored by cameras that record car license plates and fines are issued if you do not comply.
Parking is permitted in certain areas marked with blue lines, with payment of the hourly rate for the relevant area, using the automatic parking meters located throughout the parking area.
Parking outside the walls, on Sundays and holidays is free.
In various areas of the center there are also various free car parks, private or managed by AMT:
– Parking Arena – Via M. Bentegodi 8 – tel. 045 8009333
– Cittadella car park – Piazza Cittadella – tel. 045 596500
– Parking Italia – C.so Porta Nuova 91 – tel. 045 8006312
– Piazza Isolo car park – Via Ponte Pignolo 6/c – tel. 045 8007921
– Arsenale Saba Italia Parking – Piazza Arsenale 8 – tel. 045 8009333
– Arsenale Amt car park – Via Arsenale – tel. 045 2320025
– Metropark car park – (FS station) – Piazzale XXV Aprile – tel. 045 596938
– Saba Italia car park (University – Polo Zanotto) – Viale Università, 4 – tel. 045 8009333
– Station car parks (East and West)Via Città de Nimes – tel. 045 8009333
– Court car park – Via dello Zappatore – tel. 045 8009333
– Porta Palio Parking – Viale Galliano
– Former fruit and vegetable market car park – Fair area
– San Zeno car park – Piazza Corrubbio
– Borgo Trento Hospital Parking – Via S. Camillo De Lellis – tel. 045 8009333
– Centro car park (ex Gasometro) – Via Campo Marzo – tel. 045 2320025
– Stadium parking (FREE)
– Piazzale Guardini car park – Piazzale Guardini (FREE)
CHECK FREE PARKING IN REAL TIME: http://portale.comune.verona.it/nqcontent.cfm?a_id=3174

",https://www.visitverona.net/destination-category/parcheggi-verona/
32,Parks,"Are you looking for relaxation? Or maybe you are more of an adventure and adrenaline-filled person. Or are you interested in discovering the goodness of the area with some food and wine tours? Don't worry, there are solutions for all tastes!
Verona offers a wide range of entertainment and cultural activities... then don't say we didn't warn you!
Here are some activities (with plenty to choose from) that we would like to suggest to help you make the most of your stay in this magical and yet-to-be-discovered area.

Gardaland
Gardaland Sea Life
Movieland
Caneva
Aquardens
Cavour
Sigurtà Park
Picoverde
Waterfall Park
Sirmione Thermal Baths
Juno Baths
Parco Natura Viva
Boscopark
Jungle Adventure Park

",https://www.visitverona.net/destination-category/parchi-a-verona/
33,Pastry shops,"We have chosen the best pastry shops in Verona for you

The best pastry shops in Verona have been chosen for you where you can lose yourself among a thousand delicacies.

Minute of Bauli

Via Cappello 2-4, 37121 Verona

Sweet Locanda Perbellini

Via Catullo 12/14, Verona

Flego

Via Stella, 13 37131 Verona

Wallner Coffee

Via Dietro Listone 1, Verona

Miozzi pastry shop

Via Armando Diaz, 7/a Verona

",https://www.visitverona.net/destination-category/pasticcerie-verona/
34,Peschiera del Garda,"Peschiera del Garda is a small town on the lower lake a few kilometers from Verona and the famous Gardaland amusement park. The town is characterized by historic buildings, bridges, canals and fortifications dating back to the Republic of Venice which is easily accessible thanks to the nearby motorway exit and the train station in the town. Peschiera del Garda offers numerous activities for visitors, including pleasant walks along the marina, relaxing on the lake's beaches, visits to the remains of the Venetian fortifications and tasting local wines in the many bars and restaurants in the area. It is also an excellent starting point for visiting nearby Verona and Venice thanks to its train station.

HOW TO GET TO PESCHIERA DEL GARDA

Reaching Peschiera del Garda is very simple. The historic center is located less than 3km from the toll booth (Peschiera del Garda exit of the A4). The train station is also located a short distance from the historic center along the Milan-Venice line, one of the main lines in northern Italy. By bus you can take the ATV line 164 from Verona.

WHAT TO SEE IN PESCHIERA DEL GARDA

VOLTONI BRIDGE

Voltoni, Via Dante

VERONA DOOR

Via Venezia

CHURCH OF SAN MARTIN BISHOP

Ferdinand of Savoy Square

SANCTUARY OF THE MADONNA DEL FRASSINO

Loc, Via Frassino, 4

BEACHES

not to be missed…

WHERE TO EAT IN PESCHIERA DEL GARDA

Restaurants

Osteria Rivelin 4.6 – Via Milano 1
The Locanda di Noris – Località Bassana 5
Antica Arilica – Via Mantova 20
Gistrò Cucina&Pizza – Piazza Ferdinando di Savoia 2/A
Il Gabbiano Pizzeria Restaurant – Piazzetta Scaligera 1

Pizzerias

La Plume – Via Risorgimento 1
Dal Mato Pizzeria – Via Mandella 14
La Carbonaia 4.3 – Lungolago Giuseppe Garibaldi 5
The Blue Comet – Via Monte Pasubio 9
Stop and Taste – Via Venezia 37

Bars and Ice Cream Shops

The Kiosko – Salita Tognon 18
Pappafico – Parco Catullo 3
Gelateria La Romana – Piazza S. Marco 9
The HomeMade Ice Cream Parlor – Via Rocca 4

WHERE TO SLEEP IN PESCHIERA DEL GARDA

Hotel

Hotel Dori – Via Milano 5
Enjoy Garda Hotel – Via Venezia 26
Vision Hotel – Strada Bergamini 64
Hotel Acquadolce – Lungolago Garibaldi 3
Hotel Buena Onda – Peschiera del Garda – Via Marzan 25

Residences and Apartments

Residence Garda Palace – Via Barbarani 7
SEI Garda Apartments – Via Monte Baldo 17B
Time to Be Luxury – Via XXX Maggio 11 Pizzetta Filanda
Wolf House – 12 Location Fornaci
Aurora Aparthotel – Via Porto Vecchio 10

Bed & Breakfast e Agriturismi

Cascina Girolda – Strada Santa Cristina 38
Lizzarola – Località Lizzarola 3
B&B C House Rooms Lake – Piazza Ferdinando di Savoia 5 c/o Palazzo Alighieri
The Grandparents' House on Garda – Via Milano 34
Casa Speri B&B – Via Tito Speri 1

Bed and Breakfast

The house in the village – Via Fontana 23
Civico 29 Rooms – Via Sebino 29
Riviera Carducci Rooms – Salita Tognon 5
Villa Luisa – Via Monte Baldo 4
The Nightingales' Nest – Peschiera del Garda – Via Madonnina 1

Campsites

Camping Bella Italia – Via Bella Italia 2
Butterfly Camping Village – Lungolago Giuseppe Garibaldi
San Benedetto Camping Relais – Strada Bergamini 14 – hamlet. Saint Benedict
Garda Campsite – Along Lake Garibaldi 15
Camping Bergamini – Strada Bergamini 51 – S. Benedetto di Lugana

EXPERIENCES IN PESCHIERA DEL GARDA

TOUR IN BARCA: https://www.gardavoyager.com/it
TOUR IN SCOOTER: https://www.motoragazzi.com/tours_peschiera/
BIKE TOUR: https://gardabikeland.com/tour/
WATER SPORTS: SUP: https://www.supexperiencegardalake.com/
GOLF: https://www.golfresidencepeschiera.it/

EVENTS IN PESCHIERA DEL GARDA

PALIO DELLE MURA: water tournament held the first weekend after mid-August.
SAINT MARTIN: in honor of the Patron Saint, three days of celebrations are held every year in the month of November. For the Grand Finale on the 11th of the month, the day of the patron saint, a pyromusical show is held on the middle canal and the burning of the Voltoni, the 16th century bridge that crosses it.

",https://www.visitverona.net/destination-category/peschiera-del-garda/
35,Pizzerias,"We have chosen the best pizzerias in Verona for you

Eating a good pizza is a truly unique experience, and Verona offers a vast choice. We have chosen the best ones for you.

Saporè Downtown

Via Amanti, 6 Verona

Leon D’oro

Via Pallone, 10 Verona

Beautiful Naples

Via G. Marconi 11, Verona

Barber

Furriers Street, 2 Verona

Pepper

Via Piaz. Town Hall, 10, Verona

VERONA

BERBERE' – Via Pellicciai,2
DU DE COPE– Galleria Pellicciai, 10
LEONE DA CIRO – Via Zambelli,20
NASTRO AZURRO – Vicolo Listone,4
SANTA FELICITA – Via S.Felicita,8
FILU' - Via Legnago, 133
S.MATTEO CHURCH – Vicolo S.Matteo,1
EMPIRE – Piazza dei Signori, 8
OLD LIRA – Via Calabria 7/d S.Massimo
WATER AND WHEAT – Via S.Rocchetto,11
OLIVE – P.zza Brà,18
MAFFEI – Piazza Erbe
LISTON 12– Piazza Bra’
TO THE FIREMAN – Via Regina d'Unità, 5
STORIES OF WHEAT – Via San Rocchetto, 11
AI LAMBERTI – Piazza Erbe
REDENTORE – Via Redentore 15/17
THE CELLARS OF L'ARENA – Piazzetta Scalette Rubiani 1
THE LANTERN – Piazzetta Portichetti, 6
BEAUTIFUL NAPLES – Via Guglielmo Marconi 11 VR
CORTE FARINA – Via Corte Farina, 4 VR
Peperino Pizza & Grill – Town Hall Square, 10 VR
Pizzeria da Salvatore – Piazza S. Tomaso, 6 VR
ALL TASTES – Via Roveggia, 28, 37136 (VR)
UNCLE LELE – Via Giosuè Carducci, 13,.37129 (VR)
SAN MATTIA – Viale dei Colli, 43. 37127 (VR)
LISTON FROM BOAT – Via Dietro Listone, 19, 37121 (VR)

PROVINCE

AI PIGNI DE CERU' – Via Roma, 33
The Island of Pizza – Dead Water Basement, 48 VR
TO THE BOURBONS – via Monsignor Giuseppe Calza 1B
THREE GUITARS – Via Mottone 6
PIZZA IN PIECES OF FERRARA FABIO – Via Madonna 216
THE DORIAN GRAY-GOURMET PIZZA AND BURGER – Via Ca Magre 32

",https://www.visitverona.net/destination-category/pizzerie-verona/
36,Residences and Apartments,"We have chosen the best residences and apartments in Valpolicella for you

To taste the dishes of the Veronese area made with quality products and the recipes of the
tradition, we have selected the best Residence Apartments in Valpolicella.

La Palma Residence

Via Ten. Gino Turri, 24, 37024 Negrar di Valpolicella VR

Valpolicella House

Via Del Combattente 1A, 37024 Negrar di Valpolicella VR

Valpolicella Hills

Via Colle Masua, 46, 37024 Negrar di Valpolicella VR

Apartments Valpolicella | Olivo Residence

Via Borago 4, 37020 Valgatara VR

Villa Betteloni

Via V. Betteloni, 7, 37029 San Pietro In Cariano VR

",https://www.visitverona.net/destination-category/residence-appartamenti-valpolicella/
37,Restaurants,"We have chosen the best restaurants in Valpolicella for you

To taste the dishes of the Veronese area made with quality products and the recipes of the
tradition, we have selected the best restaurants in Valpolicella.

Grotto de Corgnan restaurant

Via Corgnan 41, 37015 Sant'Ambrogio di Valpolicella VR

La Divina restaurant

Via Case Sparse Conca d'Oro 1, 37015 San Giorgio di Valpolicella VR

Locanda Buglioni Wine Restaurant

Via Cariano 24/A, 37029 San Pietro in Cariano VR

Inn by Nane

Via Chiesa 75, 37029 San Pietro in Cariano VR

Osteria Pizzeria La Vecchia Rama

Via Tomenighe di Sotto, 6, 37024 Negrar di Valpolicella VR, Italy

",https://www.visitverona.net/destination-category/ristoranti-valpolicella/
38,Restaurants,"We have chosen the best restaurants in Verona for you

Eating in a good restaurant is a truly exclusive experience, and Verona offers a vast choice. We have chosen the best for you.

The Torcolo

Via C. Cattaneo, 11 Verona

La Molinara

Piazzetta Ottolini, 4 Verona

Hosteria il Punto Rosa

Via Fratta, 12a, 37121 Verona VR, Italy

Locanda degli Scaligeri

Via Marcantonio Bentegodi, 7, 37122 Verona VR, Italy

Osteria Enoteca La Piazzetta

Corte S. Giovanni in Foro, 4, 37121 Verona VR, Italy

VERONA

TRATTORIA PANE E VINO – Via Garibaldi, 15
PIZZERIA LEONE DA CIRO – Via Zambelli, 20
TRATTORIA DA ROPETON – Via Fontana del Ferro
LA FONTANINA RESTAURANT – Portichelle Fortinelle, 3
MAFFEI – Piazza Erbe
LISTON 12– Piazza Bra’
CAPTAIN OF THE CITADEL – Piazza Cittadella
TO THE FIREMAN – Via Regina d'Unità, 5
AI LAMBERTI – Piazza Erbe
HARD ROCK VERONA – Piazza Bra’
THE GRILL – Via Leoncino 29, 37121 VR
FLORA– Stradone Scipione Maffei, 8c VR
CANGRANDE – Via Dietro Listone, 19 D VR
GREPPIA – Vicolo Samaritana, 3 VR
BELUGA-Stradone Porta Palio, 27 VR
OLD SLAUGHTERHOUSE – Via Macello, 8 VR
THE TASTE – Piazza Cittadella, 15/A VR
OSTERIA DA UGO – Vicolo Dietro Sant’Andrea, 1/b VR
LA PALMA – Via Legnago, 143 VR
GUAPO RESTAURANT – Via Giovanna Murari Brà, 49/A VR
DON PEPPE – Viale delle Nazioni, 1, 37135 VR
MARECHIARO – Via Sant’Antonio, 15, 37122 VR
CASA DELLA PIADIZZA – Via Centro, 45, 37135 VR
MURAMARE – Corso Porta Nuova, 46/a, 37122 VR
CASTELVECCHIO INN – Corso Castelvecchio, 21/A VR
ANCIENT WINE SHOP – Via Scudo di Francia, 3, 37121 VR
DAI FRADEI – Via Scuderlando 97 37135 VR
LE COLOMBARE – Via Castello S. Felice 7 37128 VR
KING THEODORIC – Piazzale Castel S. Pietro 1 37121 VR
LA TIGELLA – Via Angelo Scarsellini 3 37123 VR

PROVINCE

AGRITURISMO SAN MATTIA – Via Santa Giuliana, 2
CA' FILENO – Via Prele, 48
PICCOLO DOGE– Via S. Cristina, 46
AL FORTE RESTAURANT – Loc. Telegraph. VR PASTRENGO
ANCIENT OSTERIA LE PIERE – Via E. Nicolini
AI PIGNI DE CERU' – Via Roma, 33
OSTERIA AL BORGO – Via Longhena, 29
TRATTORIA DA BATTISTA – Via Macello, 7
LA BUFALINA – Via dell’Artigianato, 11
BARACCA – Via Legnago, 120 VR
FROM PIETRO – Via dell’Esperanto, 2 VR

",https://www.visitverona.net/destination-category/ristoranti-verona/
39,Shopping,"What to buy in Verona among boutiques and local shops?
Here are some tips on shopping to fully experience this city with its strong artisan tradition and have a unique memory of this special place with you forever.

The big Apple
Adigeo
The gates of the Adige
The Venetian Courts
Mazzini street

",https://www.visitverona.net/destination-category/shopping-a-verona/
40,Typical,"We have chosen the typical places of Verona for you

The best 5 places where you can taste the typical dishes of Verona have been chosen for you.

The Torcolo

Via C. Cattaneo, 11 Verona

Hosteria il Punto Rosa

Via Fratta, 12/A, 37121 Verona VR

ROPETON

Via Fontana del Ferro, 1, 37129 Verona VR

The Pussy

Via Daniele Manin, 4/A, 37122 Verona VR

Da Morandin

Via Venti Settembre, 144, 37129 Verona VR

",https://www.visitverona.net/destination-category/tipici-verona/
41,Benaco Towers,"HOW TO GET TO TORRI DEL BENACO

By car from the A22 motorway, exit at the Affi toll booth, direction Bardolino, Garda and Malcesine. From the West:
A4 motorway, Peschiera exit, direction SS249 Peschiera, Bardolino, Garda and Malcesine.
By bus take the ATV line 165 from Verona.

",https://www.visitverona.net/destination-category/torri-del-benaco/
